id,text,department,urgency,language,channel
T0256,PAN upload keeps failing and I am locked out of the dashboard. waiting since morning.,Account / KYC / Login,P2,en,whatsapp
T0257,Checkout page spins forever on Android 14. Order cannot be placed.,Technical / App crash,P2,en,email
T0258,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। ग्राहक आईडी C89254। urgent,Abuse / Safety / Fraud,P2,hi,web
T0259,Checkout pe app hang ho jati hai Android pe. customer id C23446.,Technical / App crash,P2,hinglish,email
T0260,I did not request this password reset. Possible account takeover.,Account / KYC / Login,P1,en,email
T0261,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho. kripya jaldi reply do.",Abuse / Safety / Fraud,P1,hinglish,whatsapp
T0262,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही।,Technical / App crash,P1,hi,web
T0263,"Last bill me extra ₹2,050 kyun add kiya, samjhao. kripya jaldi reply do.",Billing & Payments,P3,hinglish,web
T0264,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है। यह बहुत जरूरी है।",Abuse / Safety / Fraud,P1,hi,whatsapp
T0265,"Mera order nahi aaya, tracking 4 din se same hai.",Product / Order / Delivery,P2,hinglish,app
T0266,"Charged ₹1,299 but the service is completely down. Need an immediate refund. Ticket for order follow-up.",Billing & Payments,P1,en,whatsapp
T0267,FYI I updated my billing address. No issue otherwise. Raised via app chat.,Billing & Payments,P4,en,email
T0268,"Login nahi ho raha, OTP nahi aa raha hai. kripya jaldi reply do.",Account / KYC / Login,P2,hinglish,whatsapp
T0269,Order 80261 is 4 days late. Tracking has not moved. Customer id C80261.,Product / Order / Delivery,P2,en,web
T0270,Registered number kaise change karein profile me? bahut zaruri hai bhai.,Account / KYC / Login,P3,hinglish,email
T0271,ऑर्डर 97584 चार दिन से अटका हुआ है।,Product / Order / Delivery,P2,hi,app
T0272,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है।,Technical / App crash,P2,hi,app
T0273,Order 60709 arrived in good condition. Thank you. Raised via app chat.,Product / Order / Delivery,P4,en,web
T0274,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है। कृपया जल्दी जवाब दें।",Abuse / Safety / Fraud,P1,hi,app
T0275,I want to report spam messages in the in-app inbox. Ticket for order follow-up. ok,Abuse / Safety / Fraud,P3,en,web
T0276,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho.",Abuse / Safety / Fraud,P1,hinglish,whatsapp
T0277,Order 33891 arrived in good condition. Thank you. Need update today.,Product / Order / Delivery,P4,en,whatsapp
T0278,"UPI payment failed yet ₹1,299 left my bank. Transaction id TXN48462. Please help.",Billing & Payments,P2,en,app
T0279,How do I change the registered mobile number on my profile?,Account / KYC / Login,P3,en,email
T0280,Cannot login after KYC update. OTP never arrives. waiting since morning.,Account / KYC / Login,P2,en,web
T0281,Registered number kaise change karein profile me?,Account / KYC / Login,P3,hinglish,email
T0282,The new search is nicer. Small suggestion: remember last filter. Raised via app chat.,Technical / App crash,P4,en,whatsapp
T0283,How do I download GST invoice for order 66440? Raised via app chat.,Billing & Payments,P3,en,app
T0284,How do I change the registered mobile number on my profile? Raised via app chat.,Account / KYC / Login,P3,en,whatsapp
T0285,"पिछले बिल में अतिरिक्त शुल्क ₹2,050 क्यों लगाया गया? pls",Billing & Payments,P3,hi,whatsapp
T0286,I did not request this password reset. Possible account takeover. Need update today.,Account / KYC / Login,P1,en,whatsapp
T0287,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। यह बहुत जरूरी है।",Account / KYC / Login,P2,hi,whatsapp
T0288,UPI payment failed yet ₹499 left my bank. Transaction id TXN26545. Customer id C26545.,Billing & Payments,P2,en,web
T0289,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है।",Account / KYC / Login,P2,hi,whatsapp
T0290,Help centre me Hindi articles add karo please.,Feedback / General,P3,hinglish,email
T0291,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। ग्राहक आईडी C58096।,Technical / App crash,P2,hi,email
T0292,FYI I updated my billing address. No issue otherwise.,Billing & Payments,P4,en,app
T0293,Someone else logged into my account. Please freeze it now. Customer id C44116.,Account / KYC / Login,P1,en,web
T0294,"Mera order nahi aaya, tracking 4 din se same hai. kripya jaldi reply do.",Product / Order / Delivery,P2,hinglish,app
T0295,App crashes on launch since the last update. Completely unusable. Need update today.,Technical / App crash,P1,en,web
T0296,ऑर्डर 55537 चार दिन से अटका हुआ है।,Product / Order / Delivery,P2,hi,web
T0297,Love the new dashboard. Keep it up. waiting since morning.,Feedback / General,P4,en,app
T0298,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do. ok",Billing & Payments,P1,hinglish,web
T0299,Checkout page spins forever on Android 14. Order cannot be placed. Need update today. urgent,Technical / App crash,P2,en,whatsapp
T0300,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। pls,Technical / App crash,P2,hi,app
T0301,App crashes on launch since the last update. Completely unusable. Ticket for order follow-up.,Technical / App crash,P1,en,email
T0302,I want to report spam messages in the in-app inbox. Please help.,Abuse / Safety / Fraud,P3,en,email
T0303,PAN upload keeps failing and I am locked out of the dashboard. waiting since morning.,Account / KYC / Login,P2,en,email
T0304,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें। यह बहुत जरूरी है।,Account / KYC / Login,P1,hi,web
T0305,"मेरे खाते से ₹2,050 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए।",Billing & Payments,P1,hi,email
T0306,Paid order 86106 marked delivered but nothing arrived. This is urgent. Ticket for order follow-up.,Product / Order / Delivery,P1,en,web
T0307,"Seller off-app payment maang raha hai, scam lag raha hai. kripya jaldi reply do.",Abuse / Safety / Fraud,P2,hinglish,web
T0308,ऑर्डर 37631 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं।,Product / Order / Delivery,P1,hi,whatsapp
T0309,Just saying thanks to the support agent who helped yesterday. Raised via app chat.,Feedback / General,P4,en,whatsapp
T0310,PAN upload keeps failing and I am locked out of the dashboard. Please help.,Account / KYC / Login,P2,en,whatsapp
T0311,Dark mode contrast is too low on the settings screen. waiting since morning.,Technical / App crash,P3,en,web
T0312,Could you add Hindi language to the help centre articles?,Feedback / General,P3,en,web
T0313,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। ग्राहक आईडी C83616।,Technical / App crash,P1,hi,app
T0314,I did not request this password reset. Possible account takeover. Ticket for order follow-up.,Account / KYC / Login,P1,en,web
T0315,Help centre me Hindi articles add karo please. bahut zaruri hai bhai.,Feedback / General,P3,hinglish,email
T0316,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho. bahut zaruri hai bhai.",Abuse / Safety / Fraud,P1,hinglish,whatsapp
T0317,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। ग्राहक आईडी C71186।,Technical / App crash,P1,hi,app
T0318,Help centre me Hindi articles add karo please. bahut zaruri hai bhai.,Feedback / General,P3,hinglish,web
T0319,I cannot pay my bill. Card is declined every time I try checkout.,Billing & Payments,P2,en,whatsapp
T0320,Cannot login after KYC update. OTP never arrives. Need update today.,Account / KYC / Login,P2,en,web
T0321,Phishing SMS used your brand. They asked for OTP. Please investigate. waiting since morning. ??,Abuse / Safety / Fraud,P1,en,email
T0322,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। यह बहुत जरूरी है।",Account / KYC / Login,P2,hi,whatsapp
T0323,Seller listing looks fake. They asked me to pay off-app. Need update today.,Abuse / Safety / Fraud,P2,en,app
T0324,"Kisi aur ne mera account hack kar liya hai, turant band karo.",Account / KYC / Login,P1,hinglish,email
T0325,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do. ??",Billing & Payments,P1,hinglish,email
T0326,Delivery slot Saturday kar sakte ho kya order 53652 ka?,Product / Order / Delivery,P3,hinglish,email
T0327,How do I change the registered mobile number on my profile? Ticket for order follow-up.,Account / KYC / Login,P3,en,web
T0328,Paid order 54089 marked delivered but nothing arrived. This is urgent. Raised via app chat.,Product / Order / Delivery,P1,en,app
T0329,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है।",Account / KYC / Login,P2,hi,app
T0330,Order 72205 is 4 days late. Tracking has not moved. Customer id C72205.,Product / Order / Delivery,P2,en,whatsapp
T0331,पिछले बिल में अतिरिक्त शुल्क ₹89 क्यों लगाया गया? कृपया जल्दी जवाब दें।,Billing & Payments,P3,hi,email
T0332,UPI payment failed yet ₹499 left my bank. Transaction id TXN85047. Customer id C85047. pls,Billing & Payments,P2,en,whatsapp
T0333,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN64127 चेक करें।,Billing & Payments,P2,hi,whatsapp
T0334,Could you add Hindi language to the help centre articles? Customer id C18163.,Feedback / General,P3,en,whatsapp
T0335,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। कृपया जल्दी जवाब दें।,Technical / App crash,P2,hi,web
T0336,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha.",Technical / App crash,P1,hinglish,email
T0337,I did not request this password reset. Possible account takeover. Customer id C83149.,Account / KYC / Login,P1,en,web
T0338,I want to report spam messages in the in-app inbox.,Abuse / Safety / Fraud,P3,en,web
T0339,Checkout pe app hang ho jati hai Android pe. kripya jaldi reply do.,Technical / App crash,P2,hinglish,whatsapp
T0340,नया डैशबोर्ड अच्छा लगा। धन्यवाद। कृपया जल्दी जवाब दें।,Feedback / General,P4,hi,web
T0341,Delivery slot Saturday kar sakte ho kya order 20358 ka?,Product / Order / Delivery,P3,hinglish,whatsapp
T0342,"UPI fail hua lekin paise nahi aaye wapas, TXN36485 check karo.",Billing & Payments,P2,hinglish,email
T0343,"Thanks, the refund for invoice 90698 arrived. Just confirming. Customer id C90698. ok",Billing & Payments,P4,en,email
T0344,Order 40518 arrived in good condition. Thank you. Need update today.,Product / Order / Delivery,P4,en,whatsapp
T0345,"Thanks, the refund for invoice 99285 arrived. Just confirming. Please help.",Billing & Payments,P4,en,email
T0346,"Login nahi ho raha, OTP nahi aa raha hai.",Account / KYC / Login,P2,hinglish,web
T0347,How do I change the registered mobile number on my profile? Need update today.,Account / KYC / Login,P3,en,email
T0348,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha.",Technical / App crash,P1,hinglish,email
T0349,"Naya dashboard bahut accha hai, shukriya.",Feedback / General,P4,hinglish,web
T0350,Just saying thanks to the support agent who helped yesterday. Raised via app chat.,Feedback / General,P4,en,app
T0351,"Naya dashboard bahut accha hai, shukriya.",Feedback / General,P4,hinglish,whatsapp
T0352,Just saying thanks to the support agent who helped yesterday. Raised via app chat.,Feedback / General,P4,en,app
T0353,"KYC approved, thanks for the quick help. Raised via app chat.",Account / KYC / Login,P4,en,app
T0354,A user threatened me in chat and shared my address. Unsafe. Customer id C54185.,Abuse / Safety / Fraud,P1,en,whatsapp
T0355,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho. kripya jaldi reply do.",Abuse / Safety / Fraud,P1,hinglish,app
T0356,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। ग्राहक आईडी C28430।",Billing & Payments,P4,hi,app
T0357,Someone else logged into my account. Please freeze it now.,Account / KYC / Login,P1,en,web
T0358,PAN upload keeps failing and I am locked out of the dashboard. Raised via app chat.,Account / KYC / Login,P2,en,email
T0359,I cannot pay my bill. Card is declined every time I try checkout.,Billing & Payments,P2,en,whatsapp
T0360,"Order 75866 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya. kripya jaldi reply do.",Product / Order / Delivery,P1,hinglish,web
T0361,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। कृपया जल्दी जवाब दें।",Account / KYC / Login,P2,hi,whatsapp
T0362,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN69634 चेक करें।,Billing & Payments,P2,hi,whatsapp
T0363,Seller listing looks fake. They asked me to pay off-app. Customer id C80453.,Abuse / Safety / Fraud,P2,en,app
T0364,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। यह बहुत जरूरी है।,Technical / App crash,P2,hi,app
T0365,I cannot pay my bill. Card is declined every time I try checkout. Ticket for order follow-up.,Billing & Payments,P2,en,whatsapp
T0366,FYI I updated my billing address. No issue otherwise.,Billing & Payments,P4,en,whatsapp
T0367,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। कृपया जल्दी जवाब दें।,Abuse / Safety / Fraud,P2,hi,whatsapp
T0368,"Settings page slow hai, 5 second lagata hai load hone me. customer id C17567.",Technical / App crash,P3,hinglish,whatsapp
T0369,Someone else logged into my account. Please freeze it now. Need update today. pls,Account / KYC / Login,P1,en,app
T0370,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. urgent",Technical / App crash,P1,hinglish,email
T0371,I want to report spam messages in the in-app inbox. waiting since morning.,Abuse / Safety / Fraud,P3,en,whatsapp
T0372,App crashes on launch since the last update. Completely unusable. Need update today.,Technical / App crash,P1,en,email
T0373,ऑर्डर 55582 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। कृपया जल्दी जवाब दें।,Product / Order / Delivery,P1,hi,whatsapp
T0374,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। यह बहुत जरूरी है।,Technical / App crash,P2,hi,web
T0375,Checkout page spins forever on Android 14. Order cannot be placed.,Technical / App crash,P2,en,email
T0376,Checkout page spins forever on Android 14. Order cannot be placed. Raised via app chat.,Technical / App crash,P2,en,app
T0377,UPI payment failed yet ₹89 left my bank. Transaction id TXN96533. Please help.,Billing & Payments,P2,en,app
T0378,"Thanks, the refund for invoice 87849 arrived. Just confirming.",Billing & Payments,P4,en,app
T0379,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon.",Billing & Payments,P4,hinglish,email
T0380,Seller listing looks fake. They asked me to pay off-app. Raised via app chat.,Abuse / Safety / Fraud,P2,en,web
T0381,"Settings page slow hai, 5 second lagata hai load hone me. bahut zaruri hai bhai.",Technical / App crash,P3,hinglish,email
T0382,ऑर्डर 78321 चार दिन से अटका हुआ है।,Product / Order / Delivery,P2,hi,app
T0383,Checkout pe app hang ho jati hai Android pe.,Technical / App crash,P2,hinglish,app
T0384,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें।,Account / KYC / Login,P1,hi,whatsapp
T0385,"Login nahi ho raha, OTP nahi aa raha hai.",Account / KYC / Login,P2,hinglish,whatsapp
T0386,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. bahut zaruri hai bhai.",Billing & Payments,P4,hinglish,app
T0387,Checkout pe app hang ho jati hai Android pe.,Technical / App crash,P2,hinglish,whatsapp
T0388,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. customer id C43422.",Billing & Payments,P4,hinglish,whatsapp
T0389,Love the new dashboard. Keep it up. Customer id C58637. urgent,Feedback / General,P4,en,app
T0390,Could you add Hindi language to the help centre articles? Customer id C19539.,Feedback / General,P3,en,web
T0391,PAN upload keeps failing and I am locked out of the dashboard. Customer id C12009.,Account / KYC / Login,P2,en,app
T0392,A user threatened me in chat and shared my address. Unsafe. Customer id C72773.,Abuse / Safety / Fraud,P1,en,email
T0393,Checkout pe app hang ho jati hai Android pe.,Technical / App crash,P2,hinglish,web
T0394,PAN upload keeps failing and I am locked out of the dashboard.,Account / KYC / Login,P2,en,whatsapp
T0395,Seller listing looks fake. They asked me to pay off-app. waiting since morning.,Abuse / Safety / Fraud,P2,en,app
T0396,"Settings page slow hai, 5 second lagata hai load hone me. kripya jaldi reply do.",Technical / App crash,P3,hinglish,whatsapp
T0397,Cannot login after KYC update. OTP never arrives. waiting since morning.,Account / KYC / Login,P2,en,email
T0398,The new search is nicer. Small suggestion: remember last filter. Raised via app chat.,Technical / App crash,P4,en,whatsapp
T0399,Phishing SMS used your brand. They asked for OTP. Please investigate.,Abuse / Safety / Fraud,P1,en,web
T0400,पिछले बिल में अतिरिक्त शुल्क ₹89 क्यों लगाया गया? कृपया जल्दी जवाब दें।,Billing & Payments,P3,hi,app
T0401,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। यह बहुत जरूरी है।,Technical / App crash,P2,hi,whatsapp
T0402,"मेरे खाते से ₹1,299 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए। यह बहुत जरूरी है।",Billing & Payments,P1,hi,app
T0403,"UPI fail hua lekin paise nahi aaye wapas, TXN76287 check karo. customer id C76287. ok",Billing & Payments,P2,hinglish,whatsapp
T0404,ऑर्डर 73944 चार दिन से अटका हुआ है। यह बहुत जरूरी है।,Product / Order / Delivery,P2,hi,whatsapp
T0405,Payment was deducted twice for invoice 12192 and my account still shows overdue. Raised via app chat. urgent,Billing & Payments,P1,en,email
T0406,"Thanks, the refund for invoice 22624 arrived. Just confirming. Customer id C22624.",Billing & Payments,P4,en,web
T0407,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho. urgent",Abuse / Safety / Fraud,P1,hinglish,whatsapp
T0408,"Settings page slow hai, 5 second lagata hai load hone me. customer id C41877.",Technical / App crash,P3,hinglish,app
T0409,ऑर्डर 95182 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। यह बहुत जरूरी है।,Product / Order / Delivery,P1,hi,whatsapp
T0410,Checkout pe app hang ho jati hai Android pe. kripya jaldi reply do.,Technical / App crash,P2,hinglish,app
T0411,The new search is nicer. Small suggestion: remember last filter. Need update today.,Technical / App crash,P4,en,app
T0412,"Last bill me extra ₹89 kyun add kiya, samjhao. customer id C37710. ??",Billing & Payments,P3,hinglish,web
T0413,नया डैशबोर्ड अच्छा लगा। धन्यवाद। कृपया जल्दी जवाब दें।,Feedback / General,P4,hi,web
T0414,"Charged ₹1,299 but the service is completely down. Need an immediate refund.",Billing & Payments,P1,en,web
T0415,"पिछले बिल में अतिरिक्त शुल्क ₹1,299 क्यों लगाया गया?",Billing & Payments,P3,hi,whatsapp
T0416,"Order 80852 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya.",Product / Order / Delivery,P1,hinglish,email
T0417,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है। यह बहुत जरूरी है।",Abuse / Safety / Fraud,P1,hi,email
T0418,"Seller off-app payment maang raha hai, scam lag raha hai.",Abuse / Safety / Fraud,P2,hinglish,whatsapp
T0419,I want to report spam messages in the in-app inbox. Raised via app chat.,Abuse / Safety / Fraud,P3,en,whatsapp
T0420,The new search is nicer. Small suggestion: remember last filter.,Technical / App crash,P4,en,whatsapp
T0421,How do I download GST invoice for order 91083? Customer id C91083.,Billing & Payments,P3,en,app
T0422,I did not request this password reset. Possible account takeover. Ticket for order follow-up.,Account / KYC / Login,P1,en,web
T0423,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। यह बहुत जरूरी है।",Account / KYC / Login,P2,hi,whatsapp
T0424,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। कृपया जल्दी जवाब दें।",Account / KYC / Login,P2,hi,whatsapp
T0425,App crashes on launch since the last update. Completely unusable. Need update today. pls,Technical / App crash,P1,en,app
T0426,Order 88386 is 4 days late. Tracking has not moved. urgent,Product / Order / Delivery,P2,en,whatsapp
T0427,I want to report spam messages in the in-app inbox. Ticket for order follow-up.,Abuse / Safety / Fraud,P3,en,email
T0428,"मेरे खाते से ₹2,050 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए। ग्राहक आईडी C45247।",Billing & Payments,P1,hi,app
T0429,"पिछले बिल में अतिरिक्त शुल्क ₹2,050 क्यों लगाया गया?",Billing & Payments,P3,hi,app
T0430,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है।",Account / KYC / Login,P2,hi,email
T0431,Checkout page spins forever on Android 14. Order cannot be placed. Raised via app chat. urgent,Technical / App crash,P2,en,web
T0432,"Seller off-app payment maang raha hai, scam lag raha hai. customer id C91289.",Abuse / Safety / Fraud,P2,hinglish,whatsapp
T0433,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho. customer id C95332.",Abuse / Safety / Fraud,P1,hinglish,email
T0434,Dark mode contrast is too low on the settings screen.,Technical / App crash,P3,en,web
T0435,A user threatened me in chat and shared my address. Unsafe. Customer id C92955.,Abuse / Safety / Fraud,P1,en,web
T0436,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho. kripya jaldi reply do.",Abuse / Safety / Fraud,P1,hinglish,email
T0437,Paid order 81516 marked delivered but nothing arrived. This is urgent. Please help.,Product / Order / Delivery,P1,en,whatsapp
T0438,Help centre me Hindi articles add karo please. customer id C37479.,Feedback / General,P3,hinglish,app
T0439,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho. bahut zaruri hai bhai.",Abuse / Safety / Fraud,P1,hinglish,email
T0440,Someone else logged into my account. Please freeze it now.,Account / KYC / Login,P1,en,app
T0441,App crashes on launch since the last update. Completely unusable.,Technical / App crash,P1,en,whatsapp
T0442,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha.",Technical / App crash,P1,hinglish,app
T0443,"Thanks, the refund for invoice 42536 arrived. Just confirming. Ticket for order follow-up.",Billing & Payments,P4,en,app
T0444,"Settings page slow hai, 5 second lagata hai load hone me. customer id C94545.",Technical / App crash,P3,hinglish,whatsapp
T0445,"Thanks, the refund for invoice 11382 arrived. Just confirming. Raised via app chat.",Billing & Payments,P4,en,email
T0446,App crashes on launch since the last update. Completely unusable.,Technical / App crash,P1,en,email
T0447,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें। यह बहुत जरूरी है।,Account / KYC / Login,P1,hi,app
T0448,FYI I updated my billing address. No issue otherwise. Raised via app chat.,Billing & Payments,P4,en,email
T0449,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है।,Technical / App crash,P2,hi,whatsapp
T0450,How do I change the registered mobile number on my profile? Please help.,Account / KYC / Login,P3,en,app
T0451,Charged ₹499 but the service is completely down. Need an immediate refund. Ticket for order follow-up.,Billing & Payments,P1,en,email
T0452,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। ग्राहक आईडी C32865।,Technical / App crash,P2,hi,whatsapp
T0453,"Last bill me extra ₹1,299 kyun add kiya, samjhao. bahut zaruri hai bhai.",Billing & Payments,P3,hinglish,whatsapp
T0454,"Kisi aur ne mera account hack kar liya hai, turant band karo.",Account / KYC / Login,P1,hinglish,whatsapp
T0455,Payment was deducted twice for invoice 38153 and my account still shows overdue. Raised via app chat.,Billing & Payments,P1,en,app
T0456,"Settings page slow hai, 5 second lagata hai load hone me. customer id C23336.",Technical / App crash,P3,hinglish,whatsapp
T0457,FYI I updated my billing address. No issue otherwise. waiting since morning.,Billing & Payments,P4,en,whatsapp
T0458,Paid order 24972 marked delivered but nothing arrived. This is urgent. waiting since morning.,Product / Order / Delivery,P1,en,email
T0459,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho.",Abuse / Safety / Fraud,P1,hinglish,email
T0460,How do I change the registered mobile number on my profile? Raised via app chat.,Account / KYC / Login,P3,en,web
T0461,"Mera order nahi aaya, tracking 4 din se same hai.",Product / Order / Delivery,P2,hinglish,whatsapp
T0462,Registered number kaise change karein profile me?,Account / KYC / Login,P3,hinglish,email
T0463,Checkout pe app hang ho jati hai Android pe. customer id C31871.,Technical / App crash,P2,hinglish,web
T0464,"Seller off-app payment maang raha hai, scam lag raha hai. customer id C69113.",Abuse / Safety / Fraud,P2,hinglish,whatsapp
T0465,मेरे खाते से ₹89 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए।,Billing & Payments,P1,hi,whatsapp
T0466,"Login nahi ho raha, OTP nahi aa raha hai.",Account / KYC / Login,P2,hinglish,whatsapp
T0467,The new search is nicer. Small suggestion: remember last filter. Please help.,Technical / App crash,P4,en,email
T0468,Cannot login after KYC update. OTP never arrives. Customer id C14285.,Account / KYC / Login,P2,en,email
T0469,I want to report spam messages in the in-app inbox. Need update today.,Abuse / Safety / Fraud,P3,en,web
T0470,I want to report spam messages in the in-app inbox. Please help.,Abuse / Safety / Fraud,P3,en,whatsapp
T0471,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. kripya jaldi reply do.",Technical / App crash,P1,hinglish,email
T0472,PAN upload keeps failing and I am locked out of the dashboard. Raised via app chat.,Account / KYC / Login,P2,en,app
T0473,App crashes on launch since the last update. Completely unusable. Customer id C25386.,Technical / App crash,P1,en,web
T0474,Could you add Hindi language to the help centre articles? Ticket for order follow-up.,Feedback / General,P3,en,email
T0475,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho.",Abuse / Safety / Fraud,P1,hinglish,web
T0476,Order 80617 is 4 days late. Tracking has not moved. waiting since morning.,Product / Order / Delivery,P2,en,web
T0477,Cannot login after KYC update. OTP never arrives. Need update today.,Account / KYC / Login,P2,en,whatsapp
T0478,हेल्प सेंटर में हिंदी लेख जोड़िए। कृपया जल्दी जवाब दें।,Feedback / General,P3,hi,email
T0479,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. bahut zaruri hai bhai.",Billing & Payments,P4,hinglish,whatsapp
T0480,The new search is nicer. Small suggestion: remember last filter.,Technical / App crash,P4,en,app
T0481,Order 22202 arrived in good condition. Thank you. Raised via app chat.,Product / Order / Delivery,P4,en,web
T0482,Checkout page spins forever on Android 14. Order cannot be placed. Please help.,Technical / App crash,P2,en,app
T0483,Phishing SMS used your brand. They asked for OTP. Please investigate. Need update today.,Abuse / Safety / Fraud,P1,en,whatsapp
T0484,"UPI fail hua lekin paise nahi aaye wapas, TXN66314 check karo.",Billing & Payments,P2,hinglish,web
T0485,"KYC approved, thanks for the quick help.",Account / KYC / Login,P4,en,app
T0486,UPI payment failed yet ₹89 left my bank. Transaction id TXN23051. Please help.,Billing & Payments,P2,en,email
T0487,App crashes on launch since the last update. Completely unusable.,Technical / App crash,P1,en,email
T0488,Just saying thanks to the support agent who helped yesterday. Ticket for order follow-up.,Feedback / General,P4,en,web
T0489,How do I download GST invoice for order 95798? Raised via app chat.,Billing & Payments,P3,en,email
T0490,I cannot pay my bill. Card is declined every time I try checkout. Customer id C61949.,Billing & Payments,P2,en,app
T0491,Delivery slot Saturday kar sakte ho kya order 22475 ka? bahut zaruri hai bhai.,Product / Order / Delivery,P3,hinglish,email
T0492,Paid order 39647 marked delivered but nothing arrived. This is urgent. Please help. pls,Product / Order / Delivery,P1,en,app
T0493,Could you add Hindi language to the help centre articles? urgent,Feedback / General,P3,en,app
T0494,Phishing SMS used your brand. They asked for OTP. Please investigate. waiting since morning.,Abuse / Safety / Fraud,P1,en,web
T0495,"मेरे खाते से ₹1,299 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए। कृपया जल्दी जवाब दें। ok",Billing & Payments,P1,hi,app
T0496,Can I change the delivery slot for order 95199 to Saturday?,Product / Order / Delivery,P3,en,email
T0497,Order 29840 arrived in good condition. Thank you.,Product / Order / Delivery,P4,en,app
T0498,नया डैशबोर्ड अच्छा लगा। धन्यवाद। यह बहुत जरूरी है।,Feedback / General,P4,hi,whatsapp
T0499,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें। कृपया जल्दी जवाब दें।,Account / KYC / Login,P1,hi,app
T0500,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. kripya jaldi reply do.",Billing & Payments,P4,hinglish,web
